Artist and Title,Streams,Daily,Artist,Song
Jeet Gannguli - Khamoshiyan,153461014,180077,Jeet Gannguli,Khamoshiyan
Miranda Lambert - Somethin' Bad,153372432,43999,Miranda Lambert,Somethin' Bad
T-Pain - Booty Wurk (One Cheek At a Time),153223332,67682,T-Pain,Booty Wurk (One Cheek At a Time)
I Prevail - Blank Space,153213206,52432,I Prevail,Blank Space
Clean Bandit - Real Love,153210862,16702,Clean Bandit,Real Love
Hans Zimmer - Day One (Interstellar Theme),152824575,123020,Hans Zimmer,Day One (Interstellar Theme)
Coldplay - Midnight,152813982,37781,Coldplay,Midnight
Taylor Swift - Wonderland,152806157,21708,Taylor Swift,Wonderland
Plan B - Choca,152629946,115727,Plan B,Choca
SZA - Childs Play,152041105,67148,SZA,Childs Play
Cartel De Santa - Suena Mamal***,151278516,63442,Cartel De Santa,Suena Mamal***
David Nail - Whatever She's Got,150148023,32440,David Nail,Whatever She's Got
Céline Dion - Ashes,149697875,62689,Céline Dion,Ashes
T.I. - No Mediocre,149407706,21466,T.I.,No Mediocre
La Adictiva - Hombre Libre,149360072,83088,La Adictiva,Hombre Libre
Logic - Alright,149226826,13325,Logic,Alright
Chris Brown - Love More,148125990,26513,Chris Brown,Love More
alt-J - Every Other Freckle,148095254,29537,alt-J,Every Other Freckle
Lana Del Rey - Money Power Glory,147512628,63120,Lana Del Rey,Money Power Glory
Jason Mraz - Love Someone,147230211,30330,Jason Mraz,Love Someone
Imagine Dragons - Gold,146886942,20011,Imagine Dragons,Gold
The Kooks - Bad Habit,146835970,32909,The Kooks,Bad Habit
One Direction - Ready to Run,146326081,245293,One Direction,Ready to Run
Taylor Swift - You Are In Love,146059233,22595,Taylor Swift,You Are In Love
Lee Brice - Drinking Class,144950962,21510,Lee Brice,Drinking Class
La Adictiva - En la Sierra y la Ciudad (La China),143830680,66704,La Adictiva,En la Sierra y la Ciudad (La China)
Steve Aoki - Delirious (Boneless),143506128,36192,Steve Aoki,Delirious (Boneless)
Yo Yo Honey Singh - Love Dose,143472375,290371,Yo Yo Honey Singh,Love Dose
Coldplay - Always in My Head,143225469,43287,Coldplay,Always in My Head
Colt Ford - Workin' on,142761068,26624,Colt Ford,Workin' on
Banda MS de Sergio Lizárraga - Por Este Amor,142470418,56777,Banda MS de Sergio Lizárraga,Por Este Amor
Imagine Dragons - Friction,142333169,27274,Imagine Dragons,Friction
Kid Ink - Main Chick,141573455,49828,Kid Ink,Main Chick
Calibre 50 - Contigo,141496986,55887,Calibre 50,Contigo
J. Cole - 03’ Adolescence,141142364,46474,J. Cole,03’ Adolescence
Remmy Valenzuela - Se Va Muriendo Mi Alma,141114471,98652,Remmy Valenzuela,Se Va Muriendo Mi Alma
Lil Wayne - Believe Me,141055964,28745,Lil Wayne,Believe Me
Lady A - Bartender,140968854,47048,Lady A,Bartender
Beyoncé - Haunted,140690086,242315,Beyoncé,Haunted
Dan + Shay - Nothin' Like You,140367860,19889,Dan + Shay,Nothin' Like You
Lorde - Yellow Flicker Beat,139105239,27922,Lorde,Yellow Flicker Beat
Night Lovell - Deira City Centre,138626064,42803,Night Lovell,Deira City Centre
Hillsong Worship - This I Believe (The Creed),138443632,72472,Hillsong Worship,This I Believe (The Creed)
T.I. - About the Money,138372023,25967,T.I.,About the Money
Linkin Park - Final Masquerade,138256332,107466,Linkin Park,Final Masquerade
One Direction - Girl Almighty,138123475,217420,One Direction,Girl Almighty
BANKS - Beggin For Thread,137893362,20374,BANKS,Beggin For Thread
Shakira - La La La (Brasil 2014),137843362,73184,Shakira,La La La (Brasil 2014)
OMFG - Hello,137718163,29403,OMFG,Hello
Dustin Tebbutt - The Breach,137641965,23876,Dustin Tebbutt,The Breach
INXS - Beautiful Girl,137546071,71918,INXS,Beautiful Girl
Tribo da Periferia - Insônia,136926083,122887,Tribo da Periferia,Insônia
Jasmine Thompson - Rather Be,136873392,15669,Jasmine Thompson,Rather Be
Taylor Swift - I Know Places,136441277,15192,Taylor Swift,I Know Places
Sia - Fire Meet Gasoline,135612983,28671,Sia,Fire Meet Gasoline
Florida Georgia Line - Sun Daze,135439655,26002,Florida Georgia Line,Sun Daze
Sylvan Esso - Coffee,135291954,26195,Sylvan Esso,Coffee
Cody Johnson - Dance Her Home,135033301,162785,Cody Johnson,Dance Her Home
Sigma - Changing,134326496,35123,Sigma,Changing
5 Seconds of Summer - Don't Stop,134191085,36114,5 Seconds of Summer,Don't Stop
Eminem - Guts Over Fear,134023139,22070,Eminem,Guts Over Fear
Eric Church - Like A Wrecking Ball,133975108,63399,Eric Church,Like A Wrecking Ball
Nicky Jam - Voy a Beber,133078419,66896,Nicky Jam,Voy a Beber
Richard Marx - Now And Forever,132868312,82323,Richard Marx,Now And Forever
Gorgon City - Ready For Your Love,132721127,19535,Gorgon City,Ready For Your Love
Future Islands - Seasons (Waiting on You),132605705,29663,Future Islands,Seasons (Waiting on You)
Ella Henderson - Yours,132012278,24441,Ella Henderson,Yours
Tyga - Hookah,131157107,27565,Tyga,Hookah
Slipknot - Killpop,130935699,100793,Slipknot,Killpop
A2M - I Got Bitches,130497672,34245,A2M,I Got Bitches
Trailerpark - Bleib in der Schule,130424683,30241,Trailerpark,Bleib in der Schule
Shaggy - I Need Your Love,130418359,26869,Shaggy,I Need Your Love
Dimitri Vegas - Tremor,130160176,33465,Dimitri Vegas,Tremor
Lana Del Rey - Black Beauty,130098497,121269,Lana Del Rey,Black Beauty
INNA - Cola Song,129544378,35523,INNA,Cola Song
Fergie - L.A.LOVE (la la),129252757,71565,Fergie,L.A.LOVE (la la)
Jessie J - Masterpiece,129050814,27351,Jessie J,Masterpiece
TV Girl - Birds Dont Sing,128584282,129868,TV Girl,Birds Dont Sing
Juan Gabriel - Querida,128217705,21283,Juan Gabriel,Querida
Lana Del Rey - Florida Kilos,127989113,69429,Lana Del Rey,Florida Kilos
Beyoncé - Drunk in Love Remix,126975545,43886,Beyoncé,Drunk in Love Remix
Cartel De Santa - Es de Ley,125930297,99993,Cartel De Santa,Es de Ley
Pitbull - Wild Wild Love,125683864,10191,Pitbull,Wild Wild Love
Ha*Ash - Sé Que Te Vas,125068818,50857,Ha*Ash,Sé Que Te Vas
RÜFÜS DU SOL - Sundream,124961950,80218,RÜFÜS DU SOL,Sundream
Bahamas - All The Time,124928742,20302,Bahamas,All The Time
Florida Georgia Line - Confession,124912547,15273,Florida Georgia Line,Confession
Chris Brown - Fine China,124889643,37246,Chris Brown,Fine China
Royal Blood - Out of the Black,124620847,33046,Royal Blood,Out of the Black
Secondcity - I Wanna Feel,124585744,31332,Secondcity,I Wanna Feel
Jennifer Lopez - Booty,124487045,20883,Jennifer Lopez,Booty
Jaymes Young - Habits of My Heart,124256115,22474,Jaymes Young,Habits of My Heart
Chase Rice - Ready Set Roll,124183708,49302,Chase Rice,Ready Set Roll
Pablo Alborán - Recuérdame,123892286,31768,Pablo Alborán,Recuérdame
Justin Bieber - Heartbreaker,123881047,69052,Justin Bieber,Heartbreaker
Fiersa Besari - Celengan Rindu,123470813,44530,Fiersa Besari,Celengan Rindu
John Williams - Duel of the Fates,123347731,45853,John Williams,Duel of the Fates
James Bay - If You Ever Want To Be In Love,122400728,41820,James Bay,If You Ever Want To Be In Love
Ben Howard - I Forget Where We Were,121869555,29131,Ben Howard,I Forget Where We Were
Fifth Harmony - I'm In Love With a Monster,121512362,81745,Fifth Harmony,I'm In Love With a Monster
Wiz Khalifa - Promises,121511469,15298,Wiz Khalifa,Promises
BTS - War of Hormone,120885348,35798,BTS,War of Hormone
Skrillex - Recess,120629982,16403,Skrillex,Recess
The Chainsmokers - Kanye,119968867,6558,The Chainsmokers,Kanye
Cristiano Araújo - Caso Indefinido,119924298,93099,Cristiano Araújo,Caso Indefinido
Ariel Camacho y Los Plebes Del Rancho - El Señor de los Cielos,119355962,71197,Ariel Camacho y Los Plebes Del Rancho,El Señor de los Cielos
AURORA - Half the World Away,119022079,19479,AURORA,Half the World Away
Andy Mineo - You Can't Stop Me,118930235,16094,Andy Mineo,You Can't Stop Me
La Arrolladora Banda El Limón De Rene Camacho - Cabecita Dura,118899025,118224,La Arrolladora Banda El Limón De Rene Camacho,Cabecita Dura
Coldplay - O,118825740,34213,Coldplay,O
"Osmani Garcia ""La Voz"" - El Taxi",118533229,40304,"Osmani Garcia ""La Voz""",El Taxi
David Guetta - What I Did for Love,118210513,15162,David Guetta,What I Did for Love
Logic - Nikki,117791942,12835,Logic,Nikki
Otilia - Bilionera,117683336,74486,Otilia,Bilionera
Nicki Minaj - Grand Piano,117346910,16775,Nicki Minaj,Grand Piano
Maroon 5 - Feelings,117312358,17848,Maroon 5,Feelings
Ariana Grande - Why Try,117180736,26233,Ariana Grande,Why Try
ZHU - Cocaine Model,117098496,37450,ZHU,Cocaine Model
Sia - Chandelier,116866804,15663,Sia,Chandelier
Axel Thesleff - Bad Karma,116802374,25701,Axel Thesleff,Bad Karma
Jack Ü - Take Ü There,116734835,13643,Jack Ü,Take Ü There
5 Seconds of Summer - Good Girls,116314738,26434,5 Seconds of Summer,Good Girls
The Civil Wars - Billie Jean,116265465,19317,The Civil Wars,Billie Jean
Fink - Looking Too Closely,116213744,46723,Fink,Looking Too Closely
BTS - Jump,115125009,42131,BTS,Jump
Banda MS de Sergio Lizárraga - Me Gusta Tu Vieja,115113668,50423,Banda MS de Sergio Lizárraga,Me Gusta Tu Vieja
Chase Rice - Ride,115058350,23048,Chase Rice,Ride
Beyoncé - ***Flawless,115001835,17926,Beyoncé,***Flawless
will.i.am - It’s My Birthday,114943024,18692,will.i.am,It’s My Birthday
Coldplay - Ink,114796651,25193,Coldplay,Ink
Fiersa Besari - April,114374523,53540,Fiersa Besari,April
Mark Forster - Au Revoir,114240955,29409,Mark Forster,Au Revoir
Remmy Valenzuela - Nadie,114111255,98468,Remmy Valenzuela,Nadie
Tiê - A noite,113862563,114476,Tiê,A noite
Nicky Jam - Si Tú No Estás,113859337,22771,Nicky Jam,Si Tú No Estás
Jerrod Niemann - Drink to That All Night,113857758,15088,Jerrod Niemann,Drink to That All Night
Lana Del Rey - Fucked My Way Up To The Top,113361007,56619,Lana Del Rey,Fucked My Way Up To The Top
Shakey Graves - Dearly Departed,113070794,36943,Shakey Graves,Dearly Departed
Underworld - Born Slippy (Nuxx),112779938,71058,Underworld,Born Slippy (Nuxx)
Logic - Under Pressure,112678564,19797,Logic,Under Pressure
La Arrolladora Banda El Limón De Rene Camacho - Llamada De Mi Ex,112108876,126105,La Arrolladora Banda El Limón De Rene Camacho,Llamada De Mi Ex
Becky G - Can't Stop Dancin',111863427,18427,Becky G,Can't Stop Dancin'
alt-J - Hunger of the Pine,111782663,18450,alt-J,Hunger of the Pine
Migos - Handsome And Wealthy,111367500,46107,Migos,Handsome And Wealthy
Cole Swindell - Ain't Worth the Whiskey,111157962,20556,Cole Swindell,Ain't Worth the Whiskey
Pharrell Williams - Come Get It Bae,111043877,10328,Pharrell Williams,Come Get It Bae
Will Sparks - Ah Yeah So What,110994609,22124,Will Sparks,Ah Yeah So What
Taylor Swift - This Love,110380492,15000,Taylor Swift,This Love
Hippie Sabotage - Your Soul,110265943,17925,Hippie Sabotage,Your Soul
Calvin Harris - Open Wide,109834574,14504,Calvin Harris,Open Wide
Cartel De Santa - Doctor Marihuana,109612210,47222,Cartel De Santa,Doctor Marihuana
Bethel Music - It Is Well (Live),109328314,37793,Bethel Music,It Is Well (Live)
CAZZETTE - Sleepless,109255024,2791,CAZZETTE,Sleepless
Hozier - Sedated,109062567,35912,Hozier,Sedated
CRO - Bad Chick,108914228,45914,CRO,Bad Chick
Alkilados - Una Cita,108681652,17483,Alkilados,Una Cita
Dustin Lynch - Where It's At,108454299,15726,Dustin Lynch,Where It's At
Tink - Treat Me Like Somebody,108075437,62753,Tink,Treat Me Like Somebody
Brantley Gilbert - One Hell Of An Amen,108063246,21323,Brantley Gilbert,One Hell Of An Amen
Al Green - Love and Happiness,107544867,42061,Al Green,Love and Happiness
Red Hot Chili Peppers - Aeroplane,107500238,34815,Red Hot Chili Peppers,Aeroplane
Glass Animals - Black Mambo,107269760,25976,Glass Animals,Black Mambo
Hozier - To Be Alone,107019730,33571,Hozier,To Be Alone
The Barr Brothers - Even the Darkness Has Arms,106784223,20998,The Barr Brothers,Even the Darkness Has Arms
Fergie - L.A.LOVE (la la),106494489,4639,Fergie,L.A.LOVE (la la)
Louane - Avenir,106483202,30998,Louane,Avenir
T-Pain - Can't Believe It,106116351,44449,T-Pain,Can't Believe It
Royal Blood - Little Monster,106043343,24919,Royal Blood,Little Monster
Andreas Bourani - Auf uns,105814465,41894,Andreas Bourani,Auf uns
Lana Del Rey - Cruel World,104921792,47753,Lana Del Rey,Cruel World
Ariana Grande - Be My Baby,104906697,69498,Ariana Grande,Be My Baby
RuPaul - Sissy That Walk,104794102,21570,RuPaul,Sissy That Walk
BANKS - Waiting Game,104765639,17762,BANKS,Waiting Game
ScHoolboy Q - Hell Of A Night,104000513,18606,ScHoolboy Q,Hell Of A Night
Cole Swindell - Let Me See Ya Girl,103462566,9279,Cole Swindell,Let Me See Ya Girl
BABYMETAL - ギミチョコ！！,101753400,75256,BABYMETAL,ギミチョコ！！
Spoon - Inside Out,100958402,17656,Spoon,Inside Out
Sam Smith - I've Told You Now,100507371,8814,Sam Smith,I've Told You Now
FKA twigs - Two Weeks,100459582,27785,FKA twigs,Two Weeks
Florida Georgia Line - Sippin’ On Fire,100377455,13620,Florida Georgia Line,Sippin’ On Fire
One Direction - Act My Age,100304314,105270,One Direction,Act My Age
Caribou - Can't Do Without You,100248821,31557,Caribou,Can't Do Without You
