Artist and Title,Streams,Daily,Artist,Song
Lil Uzi Vert - Ps & Qs,234922658,48986.0,Lil Uzi Vert,Ps & Qs
Banda MS de Sergio Lizárraga - Tengo Que Colgar,234793916,81559.0,Banda MS de Sergio Lizárraga,Tengo Que Colgar
Dan + Shay - From the Ground Up,234608713,60423.0,Dan + Shay,From the Ground Up
Alejandro Sanz - Deja Que Te Bese,233364189,51004.0,Alejandro Sanz,Deja Que Te Bese
Pritam - Ae Dil Hai Mushkil Title Track,230828209,264527.0,Pritam,Ae Dil Hai Mushkil Title Track
Young Thug - Wyclef Jean,229963747,41570.0,Young Thug,Wyclef Jean
Marian Hill - Down,229556184,28206.0,Marian Hill,Down
ScHoolboy Q - THat Part,228676081,29865.0,ScHoolboy Q,THat Part
Elevation Worship - O Come to the Altar (Live),228440885,118105.0,Elevation Worship,O Come to the Altar (Live)
Tulus - Langit Abu-Abu,228237984,214896.0,Tulus,Langit Abu-Abu
Kanye West - FML,228152357,42672.0,Kanye West,FML
Martin Solveig - Places,227745210,25422.0,Martin Solveig,Places
Tujamo - Drop That Low (When I Dip),224858216,70830.0,Tujamo,Drop That Low (When I Dip)
Lady Gaga - Perfect Illusion,224672267,38269.0,Lady Gaga,Perfect Illusion
Kings of Leon - Waste A Moment,224098758,82453.0,Kings of Leon,Waste A Moment
Pritam - Channa Mereya,223801679,205443.0,Pritam,Channa Mereya
EXO - Monster,223536476,49165.0,EXO,Monster
MadeinTYO - Uber Everywhere,223294413,10891.0,MadeinTYO,Uber Everywhere
SALES - Pope Is a Rockstar,222935416,82998.0,SALES,Pope Is a Rockstar
Sia - Move Your Body,222818500,56933.0,Sia,Move Your Body
Christopher Jackson - Where You Are,222529963,116875.0,Christopher Jackson,Where You Are
Volbeat - The Devil's Bleeding Crown,222375783,72285.0,Volbeat,The Devil's Bleeding Crown
Post Malone - Big Lie,221102562,22279.0,Post Malone,Big Lie
Chance the Rapper - Same Drugs,220287393,25851.0,Chance the Rapper,Same Drugs
Beyoncé - Hold Up,219982840,48580.0,Beyoncé,Hold Up
Virlan Garcia - Y Cambió Mi Suerte,219646936,182325.0,Virlan Garcia,Y Cambió Mi Suerte
Olivia Holt - History,219548775,5646.0,Olivia Holt,History
EDEN - XO,219354065,29745.0,EDEN,XO
Clean Bandit - Tears,219209660,21065.0,Clean Bandit,Tears
Ariana Grande - Moonlight,218866256,70964.0,Ariana Grande,Moonlight
J. Cole - Immortal,218315262,34076.0,J. Cole,Immortal
H.E.R. - Focus,216762752,86602.0,H.E.R.,Focus
The Struts - Could Have Been Me,215998780,150206.0,The Struts,Could Have Been Me
A$AP Mob - Yamborghini High,215836050,31012.0,A$AP Mob,Yamborghini High
Skillet - The Resistance,215210502,125784.0,Skillet,The Resistance
Jason Derulo - If It Ain't Love,215185582,7303.0,Jason Derulo,If It Ain't Love
Ghost - Square Hammer,214907940,130540.0,Ghost,Square Hammer
Matoma - False Alarm,214572419,19995.0,Matoma,False Alarm
Dierks Bentley - Somewhere On A Beach,213348949,40415.0,Dierks Bentley,Somewhere On A Beach
DNCE - Truthfully,212991704,17665.0,DNCE,Truthfully
Logic - Flexicution,212762454,22875.0,Logic,Flexicution
EDEN - sex,212674795,24611.0,EDEN,sex
Kanye West - Real Friends,212481388,42967.0,Kanye West,Real Friends
Cartel De Santa - Culón Culito,212359589,100091.0,Cartel De Santa,Culón Culito
Glass Animals - Youth,212079747,107273.0,Glass Animals,Youth
The Weeknd - Ordinary Life,212038068,78502.0,The Weeknd,Ordinary Life
TWICE - TT,211919052,86862.0,TWICE,TT
Justin Hurwitz - Mia & Sebastian’s Theme,211557253,156782.0,Justin Hurwitz,Mia & Sebastian’s Theme
Post Malone - Money Made Me Do It,210914456,17500.0,Post Malone,Money Made Me Do It
Klasico - Corazon De Seda,210900539,159262.0,Klasico,Corazon De Seda
Sia - Never Give Up,210215392,57194.0,Sia,Never Give Up
Porter Robinson - Shelter,209372121,45923.0,Porter Robinson,Shelter
PNL - Onizuka,209289277,111042.0,PNL,Onizuka
Imagine Dragons - Not Today,208432215,53329.0,Imagine Dragons,Not Today
"Brett Eldredge - Baby, It's Cold Outside",208394478,30082.0,Brett Eldredge,"Baby, It's Cold Outside"
Nathan Sykes - Over And Over Again,208243779,20576.0,Nathan Sykes,Over And Over Again
Demi Lovato - Body Say,207363931,7798.0,Demi Lovato,Body Say
PARTYNEXTDOOR - Not Nice,207278404,46762.0,PARTYNEXTDOOR,Not Nice
"Arijit Singh - Raabta (From ""Agent Vinod"")",206339567,211402.0,Arijit Singh,"Raabta (From ""Agent Vinod"")"
Drake - Summer Sixteen,205098555,17289.0,Drake,Summer Sixteen
Volbeat - For Evigt,204588992,54999.0,Volbeat,For Evigt
The Lumineers - Angela,202474479,71403.0,The Lumineers,Angela
Niykee Heaton - Bad Intentions,202417330,28612.0,Niykee Heaton,Bad Intentions
Bruno Mars - Perm,200219190,72533.0,Bruno Mars,Perm
Future - Wicked,199880456,37933.0,Future,Wicked
Lil Peep - Gym Class,199827019,86686.0,Lil Peep,Gym Class
Drake - With You,199242303,39096.0,Drake,With You
Rich Brian - Dat $tick,198929186,26180.0,Rich Brian,Dat $tick
Ben Platt - Waving Through A Window,198276410,56136.0,Ben Platt,Waving Through A Window
Cosculluela - Manicomio,198129960,109697.0,Cosculluela,Manicomio
Phil Collins - Strangers Like Me,197510392,55989.0,Phil Collins,Strangers Like Me
Drake - Summers Over Interlude,197398036,167738.0,Drake,Summers Over Interlude
NF - How Could You Leave Us,197279113,39719.0,NF,How Could You Leave Us
"Baby Tate - Hey, Mickey!",197250847,100206.0,Baby Tate,"Hey, Mickey!"
J. Cole - Change,197155396,83731.0,J. Cole,Change
Kanye West - Saint Pablo,197093948,123689.0,Kanye West,Saint Pablo
Jorge & Mateus - Paredes,197045764,111971.0,Jorge & Mateus,Paredes
Jósean Log - Beso,196880080,237784.0,Jósean Log,Beso
Drake - Redemption,196832223,69921.0,Drake,Redemption
Kygo - Fragile,196553584,32621.0,Kygo,Fragile
YG - Why You Always Hatin?,196502723,20324.0,YG,Why You Always Hatin?
Bruno Mars - Too Good to Say Goodbye,196147593,145468.0,Bruno Mars,Too Good to Say Goodbye
KAYTRANADA - YOU'RE THE ONE,195756324,98147.0,KAYTRANADA,YOU'RE THE ONE
"Florida Georgia Line - God, Your Mama, And Me",195693825,25956.0,Florida Georgia Line,"God, Your Mama, And Me"
RY X - Only,194545816,120218.0,RY X,Only
Crush - Beautiful,193350909,79645.0,Crush,Beautiful
Hailee Steinfeld - Flashlight (Sweet Life Mix),193237861,16833.0,Hailee Steinfeld,Flashlight (Sweet Life Mix)
Bonez MC - Palmen aus Plastik,192930622,54889.0,Bonez MC,Palmen aus Plastik
The Weeknd - Nothing Without You,192806944,45967.0,The Weeknd,Nothing Without You
The Weeknd - Attention,192718430,43398.0,The Weeknd,Attention
Mac Miller - Cinderella,192385064,63421.0,Mac Miller,Cinderella
Sin Bandera - En Ésta No,191488198,58415.0,Sin Bandera,En Ésta No
Anderson .Paak - Come Down,191258458,56172.0,Anderson .Paak,Come Down
Anna Kendrick - True Colors,190616207,50267.0,Anna Kendrick,True Colors
Bad Gyal - Fiebre (Prod. King DouDou),190353836,176637.0,Bad Gyal,Fiebre (Prod. King DouDou)
Lil Peep - white wine,190030051,91275.0,Lil Peep,white wine
Los Plebes del Rancho de Ariel Camacho - No Lo Hice Bien,189839568,105544.0,Los Plebes del Rancho de Ariel Camacho,No Lo Hice Bien
Dread Mar I - Hoja en Blanco,189504499,87589.0,Dread Mar I,Hoja en Blanco
Red Velvet - 러시안 룰렛 Russian Roulette,187492322,135725.0,Red Velvet,러시안 룰렛 Russian Roulette
Drake - Hype,186821566,22987.0,Drake,Hype
"Rihanna - Yeah, I Said It",185530919,47567.0,Rihanna,"Yeah, I Said It"
Maiara & Maraisa - Medo Bobo,185135115,66556.0,Maiara & Maraisa,Medo Bobo
Rae Sremmurd - Look Alive,183942726,20066.0,Rae Sremmurd,Look Alive
DJ Khaled - Do You Mind,183785681,55371.0,DJ Khaled,Do You Mind
BTS - 21st Century Girl,183637298,40747.0,BTS,21st Century Girl
Keith Urban - The Fighter,183526096,36756.0,Keith Urban,The Fighter
BTS - BTS Cypher 4,183257966,41549.0,BTS,BTS Cypher 4
Meek Mill - Litty,183136974,23834.0,Meek Mill,Litty
Mustard - Want Her,182475018,43666.0,Mustard,Want Her
John Coltrane - In a Sentimental Mood,182124117,67606.0,John Coltrane,In a Sentimental Mood
Gavin James - Nervous,181960904,7005.0,Gavin James,Nervous
Pepe Quintana - Ella Y Yo,181469148,119473.0,Pepe Quintana,Ella Y Yo
J. Cole - 4 Your Eyez Only,180852603,69818.0,J. Cole,4 Your Eyez Only
Crecer German - Quién Te Entiende,180538035,66132.0,Crecer German,Quién Te Entiende
BTS - Stigma,180267953,46953.0,BTS,Stigma
Hivi! - Pelangi,180122722,172079.0,Hivi!,Pelangi
Frank Ocean - Seigfried,180078394,197285.0,Frank Ocean,Seigfried
Yo Gotti - Down In the DM,179893253,12298.0,Yo Gotti,Down In the DM
Isaiah Rashad - Wat's Wrong,179629320,88858.0,Isaiah Rashad,Wat's Wrong
Ugly God - Water,179450518,12273.0,Ugly God,Water
Beyoncé - Sorry,179146229,49287.0,Beyoncé,Sorry
Dilsinho - Refém,178697894,116557.0,Dilsinho,Refém
Alessia Cara - River Of Tears,178676162,19578.0,Alessia Cara,River Of Tears
Travis Scott - way back,178205879,64564.0,Travis Scott,way back
Glass Animals - Take A Slice,177944924,174848.0,Glass Animals,Take A Slice
Los Plebes del Rancho de Ariel Camacho - Qué Caro Estoy Pagando,176836275,92826.0,Los Plebes del Rancho de Ariel Camacho,Qué Caro Estoy Pagando
French Montana - Lockjaw,176688377,21232.0,French Montana,Lockjaw
Marc E. Bassy - Morning,175678234,14345.0,Marc E. Bassy,Morning
Gerardo Ortiz - Dámaso,174864168,99190.0,Gerardo Ortiz,Dámaso
Henrique & Diego - Raspão,174813080,41133.0,Henrique & Diego,Raspão
Hailee Steinfeld - You're Such A,174511356,15282.0,Hailee Steinfeld,You're Such A
Martin Jensen - All I Wanna Do,174234472,8389.0,Martin Jensen,All I Wanna Do
CHEN - Everytime,174212105,81468.0,CHEN,Everytime
Projota - Ela Só Quer Paz,174167179,57807.0,Projota,Ela Só Quer Paz
Catfish and the Bottlemen - 7,173834803,70576.0,Catfish and the Bottlemen,7
MK - Piece Of Me,173749726,28194.0,MK,Piece Of Me
Future - Used to This,172669011,23850.0,Future,Used to This
Katy Perry - Rise,172655353,33466.0,Katy Perry,Rise
The Weeknd - All I Know,172592991,40423.0,The Weeknd,All I Know
Farruko - Lejos de Aquí,172405214,75416.0,Farruko,Lejos de Aquí
Chance the Rapper - All We Got,171944177,21013.0,Chance the Rapper,All We Got
Rachel Platten - Stand By You,171368377,41682.0,Rachel Platten,Stand By You
Birdy - Keeping Your Head Up,171266784,63883.0,Birdy,Keeping Your Head Up
Drake - Grammys,171262015,18857.0,Drake,Grammys
PNL - Bené,171004404,85783.0,PNL,Bené
Bryson Tiller - Let Me Explain,170881433,65643.0,Bryson Tiller,Let Me Explain
$uicideboy$ - O Pana!,169405028,76135.0,$uicideboy$,O Pana!
Cole Swindell - Middle of a Memory,168603271,25654.0,Cole Swindell,Middle of a Memory
Metallica - Hardwired,168349679,59645.0,Metallica,Hardwired
Bruno Mars - Straight up & Down,168194564,81344.0,Bruno Mars,Straight up & Down
blink-182 - Bored to Death,167917698,30310.0,blink-182,Bored to Death
Jason Aldean - Any Ol' Barstool,167077424,25474.0,Jason Aldean,Any Ol' Barstool
Fat Joe - All The Way Up (Remix),166041203,15941.0,Fat Joe,All The Way Up (Remix)
Bob Marley & The Wailers - Is This Love,166025600,26772.0,Bob Marley & The Wailers,Is This Love
Ulices Chaidez - ¿Por Que Me Enamoré?,165970871,66944.0,Ulices Chaidez,¿Por Que Me Enamoré?
Banda MS de Sergio Lizárraga - Que Fuimos,165852006,110933.0,Banda MS de Sergio Lizárraga,Que Fuimos
Miguel - waves,165650133,43130.0,Miguel,waves
Marília Mendonça - Como Faz Com Ela,165354712,124635.0,Marília Mendonça,Como Faz Com Ela
Cody Johnson - With You I Am,165126194,93056.0,Cody Johnson,With You I Am
Twenty One Pilots - Cancer,164997877,29141.0,Twenty One Pilots,Cancer
Zion & Lennox - Mi tesoro,164800940,17869.0,Zion & Lennox,Mi tesoro
Ariana Grande - Touch It,164765655,60554.0,Ariana Grande,Touch It
TWICE - CHEER UP,164187043,74637.0,TWICE,CHEER UP
Big Sean - Living Single,164183540,14255.0,Big Sean,Living Single
Post Malone - Leave,163996858,21075.0,Post Malone,Leave
Marshmello - Keep It Mello,163950918,20252.0,Marshmello,Keep It Mello
99 Souls - The Girl Is Mine,163871742,26663.0,99 Souls,The Girl Is Mine
Ulices Chaidez - Te Regalo,163722771,48207.0,Ulices Chaidez,Te Regalo
Rafaga - Una Cerveza,162504554,64322.0,Rafaga,Una Cerveza
Chance the Rapper - Smoke Break,162479518,13039.0,Chance the Rapper,Smoke Break
SAMSONS - Kenangan Terindah,161970244,153130.0,SAMSONS,Kenangan Terindah
Gerardo Ortiz - Fuiste Mía,161882685,64743.0,Gerardo Ortiz,Fuiste Mía
Maluma - Un Polvo,161845557,121163.0,Maluma,Un Polvo
Solange - Cranes in the Sky,161625989,48273.0,Solange,Cranes in the Sky
Unknown Brain - Superhero,161053000,44272.0,Unknown Brain,Superhero
BADBADNOTGOOD - Time Moves Slow,160954789,89886.0,BADBADNOTGOOD,Time Moves Slow
The Weeknd - Love To Lay,160556210,40134.0,The Weeknd,Love To Lay
Vacations - Relax,160160369,209095.0,Vacations,Relax
Matheus & Kauan - Decide Aí,160153675,117948.0,Matheus & Kauan,Decide Aí
Kevin Gates - Time for That,159831603,32044.0,Kevin Gates,Time for That
Post Malone - Up There,159698569,24963.0,Post Malone,Up There
Marília Mendonça - Infiel,158929937,100182.0,Marília Mendonça,Infiel
Banda El Recodo - Vas A Llorar Por Mí,158849792,58727.0,Banda El Recodo,Vas A Llorar Por Mí
Simone & Simaria - Regime Fechado,158692966,68500.0,Simone & Simaria,Regime Fechado
Griffinilla - Below the Surface,158570274,94135.0,Griffinilla,Below the Surface
BTS - Begin,158348359,29112.0,BTS,Begin
Martin Solveig - Do It Right,158340331,17370.0,Martin Solveig,Do It Right
James Arthur - Safe Inside,158193724,48425.0,James Arthur,Safe Inside
Drake - 9,157519524,130209.0,Drake,9
Shakey Graves - Tomorrow,157458909,72115.0,Shakey Graves,Tomorrow
Tulus - Pamit,157006338,89555.0,Tulus,Pamit
Reik - Voy a Olvidarte,156901299,42982.0,Reik,Voy a Olvidarte
Jorge & Mateus - Pra Sempre Com Você,156803249,86767.0,Jorge & Mateus,Pra Sempre Com Você
Willy William - Ego,156701590,57204.0,Willy William,Ego
AnnenMayKantereit - Pocahontas,156634374,53605.0,AnnenMayKantereit,Pocahontas
Hearts & Colors - Lighthouse,156462621,2719.0,Hearts & Colors,Lighthouse
The Chainsmokers - Setting Fires,156442251,6944.0,The Chainsmokers,Setting Fires
J. Cole - She's Mine Pt. 1,156062466,66071.0,J. Cole,She's Mine Pt. 1
Post Malone - Feel,155902983,23336.0,Post Malone,Feel
Deftones - Rosemary,155888446,207547.0,Deftones,Rosemary
Kehlani - Distraction,155756383,86987.0,Kehlani,Distraction
NF - Therapy Session,155419203,33353.0,NF,Therapy Session
Kodak Black - Skrt,155186309,53304.0,Kodak Black,Skrt
Sigala - Give Me Your Love,154853584,19841.0,Sigala,Give Me Your Love
Lil Uzi Vert - Seven Million,154846238,19801.0,Lil Uzi Vert,Seven Million
Seeb - Breathe,154515516,13127.0,Seeb,Breathe
MHD - Afro Trap Pt. 7 (La puissance),154047000,51037.0,MHD,Afro Trap Pt. 7 (La puissance)
Ozuna - No Quiere Enamorarse,153933097,15851.0,Ozuna,No Quiere Enamorarse
Kygo - Carry Me,153377877,12175.0,Kygo,Carry Me
Los Ángeles Azules - Mi Niña Mujer,153028882,61155.0,Los Ángeles Azules,Mi Niña Mujer
OneRepublic - Kids,152230706,20736.0,OneRepublic,Kids
SYML - Where’s My Love,151804586,61477.0,SYML,Where’s My Love
Rihanna - Same Ol’ Mistakes,151322489,45653.0,Rihanna,Same Ol’ Mistakes
Alesso - I Wanna Know,150962248,20466.0,Alesso,I Wanna Know
Morat - En Un Sólo Dia,150585973,126546.0,Morat,En Un Sólo Dia
Iron & Wine - Time After Time,150038452,56698.0,Iron & Wine,Time After Time
Meek Mill - Blue Notes,149864058,92374.0,Meek Mill,Blue Notes
Calibre 50 - Amor Del Bueno,149850091,77598.0,Calibre 50,Amor Del Bueno
DOPE LEMON - Marinade,149704344,101159.0,DOPE LEMON,Marinade
ZAYN - wRoNg,149695671,45364.0,ZAYN,wRoNg
$uicideboy$ - Memoirs of a Gorilla,148992848,136759.0,$uicideboy$,Memoirs of a Gorilla
MiyaGi & Endspiel - I Got Love,148679580,90985.0,MiyaGi & Endspiel,I Got Love
The Head And The Heart - All We Ever Knew,148483784,55312.0,The Head And The Heart,All We Ever Knew
Banda Neira - Sampai Jadi Debu (Menampilkan Gardika Gigih),148188701,188108.0,Banda Neira,Sampai Jadi Debu (Menampilkan Gardika Gigih)
Birdy - Deep End,148138456,46712.0,Birdy,Deep End
Ariana Grande - Thinking Bout You,148090149,38515.0,Ariana Grande,Thinking Bout You
Deorro - Bailar,148067361,51245.0,Deorro,Bailar
A R I Z O N A - I Was Wrong,147923604,10797.0,A R I Z O N A,I Was Wrong
Conor Maynard - Don't Let Me Down,147439001,10229.0,Conor Maynard,Don't Let Me Down
Thomas Rhett - Star Of The Show,147306420,10641.0,Thomas Rhett,Star Of The Show
Bebe Rexha - No Broken Hearts,146991209,13331.0,Bebe Rexha,No Broken Hearts
Matheus & Kauan - O Nosso Santo Bateu,146776071,86868.0,Matheus & Kauan,O Nosso Santo Bateu
Yandel - Encantadora,146717769,16847.0,Yandel,Encantadora
$uicideboy$ - Champion of Death,146685665,81737.0,$uicideboy$,Champion of Death
FÄIS - Hey,146382683,9909.0,FÄIS,Hey
The Black Skirts - EVERYTHING,146043679,106857.0,The Black Skirts,EVERYTHING
Kungs - I Feel So Bad,144970285,42403.0,Kungs,I Feel So Bad
LANY - pink skies,144886310,135752.0,LANY,pink skies
RADWIMPS - スパークル,144814662,89365.0,RADWIMPS,スパークル
blackbear - idfc,144802767,25086.0,blackbear,idfc
Iggy Azalea - Team,144801889,30129.0,Iggy Azalea,Team
OneRepublic - Let's Hurt Tonight,144750772,22282.0,OneRepublic,Let's Hurt Tonight
Nathan Goshen - Thinking About It (Let It Go),144718703,7566.0,Nathan Goshen,Thinking About It (Let It Go)
Rihanna - Higher,144631666,26321.0,Rihanna,Higher
Bruno Mars - Calling All My Lovelies,144589761,60372.0,Bruno Mars,Calling All My Lovelies
Juanes - Fuego,144341327,10832.0,Juanes,Fuego
La Adictiva - Te Dirán,144305173,44709.0,La Adictiva,Te Dirán
Dierks Bentley - Black,144021296,26402.0,Dierks Bentley,Black
Night Lovell - Still Cold / Pathway Private,143122830,29451.0,Night Lovell,Still Cold / Pathway Private
Brothers Osborne - It Ain't My Fault,143115044,44535.0,Brothers Osborne,It Ain't My Fault
Era Istrefi - Bonbon,143106438,48788.0,Era Istrefi,Bonbon
Dan + Shay - How Not To,143079394,17428.0,Dan + Shay,How Not To
Felix Jaehn - Bonfire,142896666,6237.0,Felix Jaehn,Bonfire
Rvssian - Privado,142735373,59632.0,Rvssian,Privado
Kings of Leon - WALLS,142376573,46190.0,Kings of Leon,WALLS
Jon Bellion - Guillotine,141812490,25627.0,Jon Bellion,Guillotine
El Fantasma - Mi 45,141701642,29298.0,El Fantasma,Mi 45
Dua Lipa - I'm Not the Only One,141697064,27179.0,Dua Lipa,I'm Not the Only One
Alejandro Fernández - Quiero Que Vuelvas,141602852,24603.0,Alejandro Fernández,Quiero Que Vuelvas
Vigiland - Pong Dance,141284366,12151.0,Vigiland,Pong Dance
BTS - Awake,141199365,53822.0,BTS,Awake
Gerardo Ortiz - Mañana Voy A Conquistarla,141129858,89270.0,Gerardo Ortiz,Mañana Voy A Conquistarla
Logic - 44 Bars,141094128,20861.0,Logic,44 Bars
Pitbull - Greenlight,140627408,43902.0,Pitbull,Greenlight
Saba - Photosynthesis,140533655,19991.0,Saba,Photosynthesis
Dierks Bentley - Different For Girls,140401264,13039.0,Dierks Bentley,Different For Girls
Hilltop Hoods - 1955,140288353,44839.0,Hilltop Hoods,1955
Tiësto - The Right Song,140191382,9547.0,Tiësto,The Right Song
Lost Frequencies - Beautiful Life,139909134,26380.0,Lost Frequencies,Beautiful Life
Rihanna - James Joint,139628170,77763.0,Rihanna,James Joint
Grupo Maximo Grado - El Hombre Del Equipo,139330162,119728.0,Grupo Maximo Grado,El Hombre Del Equipo
BURNOUT SYNDROMES - FLY HIGH!!,139297304,65227.0,BURNOUT SYNDROMES,FLY HIGH!!
I Prevail - Scars,139286860,33062.0,I Prevail,Scars
Kevin Gates - Hard For,139276535,31412.0,Kevin Gates,Hard For
Carlos Baute - Ando buscando,139259266,9278.0,Carlos Baute,Ando buscando
Turma do Pagode - Deixa em Off,138549543,103389.0,Turma do Pagode,Deixa em Off
Local Natives - Dark Days,138513475,33149.0,Local Natives,Dark Days
Red Hot Chili Peppers - Sick Love,138487651,58104.0,Red Hot Chili Peppers,Sick Love
The PropheC - Kina Chir,138365159,82251.0,The PropheC,Kina Chir
Ramin Djawadi - Light of the Seven,138296506,32844.0,Ramin Djawadi,Light of the Seven
"Post Malone - Yours Truly, Austin Post",138117057,14352.0,Post Malone,"Yours Truly, Austin Post"
TV Girl - Taking What's Not Yours,138105911,418033.0,TV Girl,Taking What's Not Yours
Eric Bellinger - Drive By,138004657,131757.0,Eric Bellinger,Drive By
Dharius - La Durango,137877889,77546.0,Dharius,La Durango
Glass Animals - Life Itself,137805373,44102.0,Glass Animals,Life Itself
Kendrick Lamar - untitled 02 | 06.23.2014.,137779023,52242.0,Kendrick Lamar,untitled 02 | 06.23.2014.
MAKJ - Party Till We Die,137598667,35464.0,MAKJ,Party Till We Die
Rihanna - Close To You,137533019,21124.0,Rihanna,Close To You
NF - Lost In The Moment,137474960,39733.0,NF,Lost In The Moment
blink-182 - She's Out Of Her Mind,137356395,27061.0,blink-182,She's Out Of Her Mind
Ghostemane - Venom,137274345,63987.0,Ghostemane,Venom
VÉRITÉ - Somebody Else,137235402,5724.0,VÉRITÉ,Somebody Else
Timmy Trumpet - Oracle,137118845,23591.0,Timmy Trumpet,Oracle
American Authors - I'm Born To Run,136944583,33336.0,American Authors,I'm Born To Run
Cole Swindell - Flatliner,136905575,33086.0,Cole Swindell,Flatliner
Future - Too Much Sauce,136466394,12583.0,Future,Too Much Sauce
DJ ESCO - Too Much Sauce,136453811,11576.0,DJ ESCO,Too Much Sauce
USHER - No Limit,136447857,22382.0,USHER,No Limit
Drake - U With Me?,136269511,34135.0,Drake,U With Me?
The Chainsmokers - Don't Let Me Down,135974748,30460.0,The Chainsmokers,Don't Let Me Down
Taburete - Sirenas,135860806,45288.0,Taburete,Sirenas
Chase Atlantic - Moonlight,135840369,112418.0,Chase Atlantic,Moonlight
A.B. Quintanilla III Y Los Kumbia Kings - Na Na Na (Dulce Niña),135748839,98586.0,A.B. Quintanilla III Y Los Kumbia Kings,Na Na Na (Dulce Niña)
Cole Swindell - You Should Be Here,135717689,33183.0,Cole Swindell,You Should Be Here
Mueka - DM,135473981,104073.0,Mueka,DM
Two Feet - Quick Musical Doodles,135339105,44802.0,Two Feet,Quick Musical Doodles
CNCO - Tan Fácil,135212261,30496.0,CNCO,Tan Fácil
Cuco - Amor de Siempre,134609204,84717.0,Cuco,Amor de Siempre
A Boogie Wit da Hoodie - Timeless,134535397,38137.0,A Boogie Wit da Hoodie,Timeless
Mac Miller - Stay,134066993,35597.0,Mac Miller,Stay
Coldplay - Everglow,133956810,23381.0,Coldplay,Everglow
J. Cole - Ville Mentality,133826971,42346.0,J. Cole,Ville Mentality
Eric Chou - 你，好不好？,133775414,60801.0,Eric Chou,你，好不好？
Ozuna - En la Intimidad,133446857,50343.0,Ozuna,En la Intimidad
EDEN - drugs,133016908,17015.0,EDEN,drugs
Pritam - Bulleya,132912665,157484.0,Pritam,Bulleya
Lil Uzi Vert - SideLine Watching (Hold Up),132766339,19139.0,Lil Uzi Vert,SideLine Watching (Hold Up)
The Chainsmokers - Inside Out,132708866,10685.0,The Chainsmokers,Inside Out
Maty Noyes - in my miNd,132697214,4420.0,Maty Noyes,in my miNd
Cody Johnson - Wild as You,132618123,85619.0,Cody Johnson,Wild as You
James TW - When You Love Someone,132573743,20071.0,James TW,When You Love Someone
Jorge & Mateus - Louca de Saudade,132404781,52158.0,Jorge & Mateus,Louca de Saudade
PNL - Naha,132388267,45114.0,PNL,Naha
Whethan - Savage,132310035,14265.0,Whethan,Savage
ZAYN - TiO,132229281,52348.0,ZAYN,TiO
Maiara & Maraisa - 10%,131936369,37753.0,Maiara & Maraisa,10%
Justin Quiles - Si Ella Quisiera,131818178,32057.0,Justin Quiles,Si Ella Quisiera
6LACK - Luving U,131816630,13574.0,6LACK,Luving U
"Arijit Singh - Sooraj Dooba Hain (From ""Roy"")",131796705,132303.0,Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")"
Granger Smith - Backroad Song,131629222,14360.0,Granger Smith,Backroad Song
Rachel House - I Am Moana (Song of the Ancestors),131575933,42676.0,Rachel House,I Am Moana (Song of the Ancestors)
RADWIMPS - Dream lantern,131435473,81571.0,RADWIMPS,Dream lantern
Gerardo Ortiz - ¿Por Qué Terminamos?,131008345,49379.0,Gerardo Ortiz,¿Por Qué Terminamos?
Blake Shelton - A Guy with a Girl,130884402,27609.0,Blake Shelton,A Guy with a Girl
Sam Feldt - Runaways,130228000,17969.0,Sam Feldt,Runaways
BIGBANG - FXXK IT,130218586,31235.0,BIGBANG,FXXK IT
Hillsong Worship - What A Beautiful Name,130105924,35390.0,Hillsong Worship,What A Beautiful Name
Sertab Erener - Olsun,129508689,108889.0,Sertab Erener,Olsun
Polo & Pan - Canopée,129404493,54574.0,Polo & Pan,Canopée
PNL - Jusqu'au dernier gramme,129378656,35631.0,PNL,Jusqu'au dernier gramme
Kehlani - CRZY,129347644,10618.0,Kehlani,CRZY
Nicki Minaj - Black Barbies,128971358,33926.0,Nicki Minaj,Black Barbies
Travis Scott - coordinate,128279943,50403.0,Travis Scott,coordinate
"Arijit Singh - Itni Si Baat Hain (From ""Azhar"")",128114127,159225.0,Arijit Singh,"Itni Si Baat Hain (From ""Azhar"")"
Kodak Black - There He Go,127991750,40500.0,Kodak Black,There He Go
Maleek Berry - Kontrol,127961481,53446.0,Maleek Berry,Kontrol
RADWIMPS - 前前前世,127488344,78978.0,RADWIMPS,前前前世
Sak Noel - Trumpets,127254786,15843.0,Sak Noel,Trumpets
PNL - DA,127247574,67927.0,PNL,DA
Koe Wetzel - Something to Talk About,126916234,77822.0,Koe Wetzel,Something to Talk About
"Keith Urban - John Cougar, John Deere, John 3:16",126873453,13994.0,Keith Urban,"John Cougar, John Deere, John 3:16"
Post Malone - Broken Whiskey Glass,126858384,14575.0,Post Malone,Broken Whiskey Glass
Lemaitre - Closer,126773293,17999.0,Lemaitre,Closer
Empire Of The Sun - High And Low,126699210,58929.0,Empire Of The Sun,High And Low
The Mayries - Rockabye,126468212,16299.0,The Mayries,Rockabye
Matheus & Kauan - A Rosa E O Beija-Flor,126268856,104972.0,Matheus & Kauan,A Rosa E O Beija-Flor
Anna Kendrick - Get Back Up Again,126173296,51680.0,Anna Kendrick,Get Back Up Again
Jay Chou - 告白氣球,125935141,70557.0,Jay Chou,告白氣球
