Artist and Title,Streams,Daily,Artist,Song
OneRepublic - Something I Need,147321200,31977.0,OneRepublic,Something I Need
Kacey Musgraves - Follow Your Arrow,146949144,42419.0,Kacey Musgraves,Follow Your Arrow
What So Not - High You Are (Branchez Remix),146681720,33101.0,What So Not,High You Are (Branchez Remix)
Kanye West - New Slaves,146110182,65906.0,Kanye West,New Slaves
SALES - Renee,145993509,48406.0,SALES,Renee
Ed Sheeran - Nina,145765172,14016.0,Ed Sheeran,Nina
GROUPLOVE - Ways to Go,145405389,19291.0,GROUPLOVE,Ways to Go
Lorde - 400 Lux,145087399,53015.0,Lorde,400 Lux
Cole Swindell - Chillin' It,144932815,35811.0,Cole Swindell,Chillin' It
Ariana Grande - Tattooed Heart,144589752,55540.0,Ariana Grande,Tattooed Heart
Fitz and The Tantrums - The Walker,144557045,35469.0,Fitz and The Tantrums,The Walker
The Killers - Shot At The Night,144285839,57199.0,The Killers,Shot At The Night
Kings of Leon - Wait for Me,143779478,60785.0,Kings of Leon,Wait for Me
Escape the Fate - One For the Money,143643244,55822.0,Escape the Fate,One For the Money
Ariana Grande - Baby I,143606023,49170.0,Ariana Grande,Baby I
Ed Sheeran - Runaway,143325334,16943.0,Ed Sheeran,Runaway
Daft Punk - Doin' it Right,143214011,32473.0,Daft Punk,Doin' it Right
Icona Pop - All Night,142891324,38160.0,Icona Pop,All Night
Prince Royce - Te Robaré,142744012,73006.0,Prince Royce,Te Robaré
AJR - I'm Ready,142650321,18725.0,AJR,I'm Ready
Arctic Monkeys - I Want It All,141585079,52127.0,Arctic Monkeys,I Want It All
Twenty One Pilots - Screen,141503679,25087.0,Twenty One Pilots,Screen
Twenty One Pilots - Fake You Out,141100771,44528.0,Twenty One Pilots,Fake You Out
Luke Bryan - Crash My Party,140842510,48227.0,Luke Bryan,Crash My Party
Mr. Probz - Waves,140277770,30356.0,Mr. Probz,Waves
Tyga - Switch Lanes,140212277,26311.0,Tyga,Switch Lanes
London Grammar - Hey Now,140116863,51079.0,London Grammar,Hey Now
Capital Cities - Kangaroo Court,139517868,64124.0,Capital Cities,Kangaroo Court
Wankelmut - My Head Is A Jungle,139316177,29367.0,Wankelmut,My Head Is A Jungle
Daft Punk - Giorgio by Moroder,138950098,51428.0,Daft Punk,Giorgio by Moroder
Lady Gaga - G.U.Y.,138315184,66545.0,Lady Gaga,G.U.Y.
Drake - Wu-Tang Forever,137033264,33357.0,Drake,Wu-Tang Forever
BTS - We Are Bulletproof Pt.2,136882701,33153.0,BTS,We Are Bulletproof Pt.2
Silent Sanctuary - Sa'yo,136761512,109516.0,Silent Sanctuary,Sa'yo
Los Ángeles Azules - Entrega De Amor,136717093,118067.0,Los Ángeles Azules,Entrega De Amor
A$AP Rocky - 1Train,136300828,48646.0,A$AP Rocky,1Train
Pesado - Ojalá que te mueras,135065450,96874.0,Pesado,Ojalá que te mueras
Pesado - A chillar a otra parte,134134216,166698.0,Pesado,A chillar a otra parte
Paramore - Interlude: I'm Not Angry Anymore,134038951,41554.0,Paramore,Interlude: I'm Not Angry Anymore
Kevin Gates - Thinking with My Dick,134038637,42540.0,Kevin Gates,Thinking with My Dick
Fall Out Boy - Just One Yesterday,133025590,34112.0,Fall Out Boy,Just One Yesterday
Claptone - No Eyes,132581092,42095.0,Claptone,No Eyes
Daft Punk - Give Life Back to Music,132054225,44327.0,Daft Punk,Give Life Back to Music
Arctic Monkeys - Mad Sounds,131362796,44636.0,Arctic Monkeys,Mad Sounds
Kanye West - Hold My Liquor,131356226,56153.0,Kanye West,Hold My Liquor
Banda Tierra Sagrada - El Bueno y el Malo,131086803,74494.0,Banda Tierra Sagrada,El Bueno y el Malo
Colmillo Norteño - El Bueno y el Malo,131012729,99055.0,Colmillo Norteño,El Bueno y el Malo
Grupo Revelação - Tá Escrito,130851843,105598.0,Grupo Revelação,Tá Escrito
Jogja Hip Hop Foundation - Cintamu Sepahit Topi Miring,130320745,102891.0,Jogja Hip Hop Foundation,Cintamu Sepahit Topi Miring
The Clash - I Fought the Law,130163483,52492.0,The Clash,I Fought the Law
Mac Miller - Objects in the Mirror,129936263,84818.0,Mac Miller,Objects in the Mirror
Ankit Tiwari - Sunn Raha Hai (Male Version),129699499,188036.0,Ankit Tiwari,Sunn Raha Hai (Male Version)
Los Primos MX - Mi Bello Ángel,129345850,51623.0,Los Primos MX,Mi Bello Ángel
J Balvin - Tranquila,128961924,48255.0,J Balvin,Tranquila
Gabrielle Aplin - Please Don't Say You Love Me,127950786,13407.0,Gabrielle Aplin,Please Don't Say You Love Me
Earl Sweatshirt - Chum,127593173,23355.0,Earl Sweatshirt,Chum
EXO - Growl,127578413,47122.0,EXO,Growl
Rhye - Open,126933033,46165.0,Rhye,Open
Heroes Del Silencio - La chispa adecuada (Bendecida 3),126747226,61738.0,Heroes Del Silencio,La chispa adecuada (Bendecida 3)
Julio Melgar - Creo En Ti,126163344,92995.0,Julio Melgar,Creo En Ti
Drake - Own It,126162031,27868.0,Drake,Own It
Fall Out Boy - Young Volcanoes,125561447,24863.0,Fall Out Boy,Young Volcanoes
John Mayer - Wildfire,125552029,15414.0,John Mayer,Wildfire
Kings of Leon - Supersoaker,125492419,30728.0,Kings of Leon,Supersoaker
Pesado - Loco,125490934,75838.0,Pesado,Loco
The Neighbourhood - W.D.Y.W.F.M?,125396367,70313.0,The Neighbourhood,W.D.Y.W.F.M?
Vampire Weekend - Unbelievers,125299659,20363.0,Vampire Weekend,Unbelievers
Blake Shelton - Sure Be Cool If You Did,125172816,15005.0,Blake Shelton,Sure Be Cool If You Did
Mariah Carey - #Beautiful,124991831,33419.0,Mariah Carey,#Beautiful
Nas - Nas Is Like,124782031,63969.0,Nas,Nas Is Like
J. Cole - Rich Niggaz,124710520,31068.0,J. Cole,Rich Niggaz
Sticky Fingers - Australia Street,122928221,49078.0,Sticky Fingers,Australia Street
Cage The Elephant - Telescope,122420642,50231.0,Cage The Elephant,Telescope
Brett Eldredge - Beat of the Music,121840561,18838.0,Brett Eldredge,Beat of the Music
Lady Gaga - Do What U Want,120012466,,Lady Gaga,Do What U Want
Heroes Del Silencio - Héroe de leyenda,119815058,70132.0,Heroes Del Silencio,Héroe de leyenda
Luke Bryan - Roller Coaster,119710572,27009.0,Luke Bryan,Roller Coaster
The Rain - Terlatih Patah Hati,119693949,115764.0,The Rain,Terlatih Patah Hati
Elliot Moss - Slip,119562829,29493.0,Elliot Moss,Slip
Sam Smith - Nirvana,119340233,12713.0,Sam Smith,Nirvana
Twenty One Pilots - Truce,119274715,21469.0,Twenty One Pilots,Truce
Milky Chance - Colorado,119136559,54994.0,Milky Chance,Colorado
Twenty One Pilots - Semi-Automatic,119069966,27498.0,Twenty One Pilots,Semi-Automatic
Atlas Genius - Trojans,118995526,29042.0,Atlas Genius,Trojans
Matchbox Twenty - Unwell,118832359,101741.0,Matchbox Twenty,Unwell
Paulina Rubio - Yo No Soy Esa Mujer,118211746,94647.0,Paulina Rubio,Yo No Soy Esa Mujer
The Killers - Just Another Girl,117187237,35821.0,The Killers,Just Another Girl
Fifth Harmony - Miss Movin' On,117163436,21092.0,Fifth Harmony,Miss Movin' On
Eminem - Bad Guy,117155955,15493.0,Eminem,Bad Guy
Ed Sheeran - Take It Back,117131610,8755.0,Ed Sheeran,Take It Back
Daughtry - Waiting for Superman,116442745,26004.0,Daughtry,Waiting for Superman
A Great Big World - Say Something,116115469,13010.0,A Great Big World,Say Something
Pritam - Ilahi,116036989,175169.0,Pritam,Ilahi
OneRepublic - Feel Again,115735410,20305.0,OneRepublic,Feel Again
Kacey Musgraves - Merry Go 'Round,115199076,24827.0,Kacey Musgraves,Merry Go 'Round
Smallpools - Dreaming,114794603,38085.0,Smallpools,Dreaming
Kid Ink - Money and the Power,114454112,14303.0,Kid Ink,Money and the Power
RAN - Dekat Di Hati,114320795,101732.0,RAN,Dekat Di Hati
One Direction - Don't Forget Where You Belong,114033727,197354.0,One Direction,Don't Forget Where You Belong
Tristam - Flight,113819374,9229.0,Tristam,Flight
A$AP Rocky - PMW (All I Really Need),113480920,45545.0,A$AP Rocky,PMW (All I Really Need)
Skank - Resposta,113423498,70772.0,Skank,Resposta
Avenged Sevenfold - This Means War,112538181,50634.0,Avenged Sevenfold,This Means War
Aloe Blacc - Wake Me Up,112303252,26322.0,Aloe Blacc,Wake Me Up
JAY-Z - F*ckwithmeyouknowigotit,112244590,19913.0,JAY-Z,F*ckwithmeyouknowigotit
Diplo - Revolution,111837707,19783.0,Diplo,Revolution
Silent Sanctuary - Bumalik Ka Na Sa'kin,111807673,139368.0,Silent Sanctuary,Bumalik Ka Na Sa'kin
Vampire Weekend - Step,111576114,17443.0,Vampire Weekend,Step
Lorde - A World Alone,111554496,26668.0,Lorde,A World Alone
Anderson Freire - Raridade,111342422,89075.0,Anderson Freire,Raridade
Nora En Pure - Come with Me,110628145,27752.0,Nora En Pure,Come with Me
Jasmine Thompson - Let Her Go,110511727,16100.0,Jasmine Thompson,Let Her Go
Ariana Grande - Right There,110223930,40860.0,Ariana Grande,Right There
Drake - Tuscan Leather,109933424,34955.0,Drake,Tuscan Leather
J. Cole - Land Of The Snakes,109743512,40443.0,J. Cole,Land Of The Snakes
Julión Álvarez y su Norteño Banda - Y Me Da Vergüenza,109517955,150204.0,Julión Álvarez y su Norteño Banda,Y Me Da Vergüenza
Faul & Wad - Changes,108957787,48212.0,Faul & Wad,Changes
Lil Wayne - No Worries,108603073,37111.0,Lil Wayne,No Worries
The Killers - Runaways,108276587,30947.0,The Killers,Runaways
The 1975 - Settle Down,108198561,25413.0,The 1975,Settle Down
Disclosure - When A Fire Starts To Burn,107530062,18302.0,Disclosure,When A Fire Starts To Burn
Tori Kelly - Paper Hearts,106914018,19161.0,Tori Kelly,Paper Hearts
One Direction - Through the Dark,106658220,162192.0,One Direction,Through the Dark
Disclosure - White Noise,106378584,70784.0,Disclosure,White Noise
Skillet - Rise,106029596,51640.0,Skillet,Rise
Juan Magán - Mal De Amores,106015428,32484.0,Juan Magán,Mal De Amores
Krewella - Alive,105358979,18697.0,Krewella,Alive
Ed Sheeran - Even My Dad Does Sometimes,104967886,9429.0,Ed Sheeran,Even My Dad Does Sometimes
Daughter - Smother,104174467,16568.0,Daughter,Smother
Florida Georgia Line - Cruise,103839990,19511.0,Florida Georgia Line,Cruise
Juicy J - Bounce It,103418297,13016.0,Juicy J,Bounce It
GIMS - Bella,102679848,64113.0,GIMS,Bella
Bastille - Bad Blood,102124801,13401.0,Bastille,Bad Blood
Miley Cyrus - FU,101866953,15655.0,Miley Cyrus,FU
Juicy J - Smoke A Nigga,101823761,16614.0,Juicy J,Smoke A Nigga
Ed Sheeran - The Man,101576570,8978.0,Ed Sheeran,The Man
Lorde - White Teeth Teens,100836387,18692.0,Lorde,White Teeth Teens
Håkan Hellström - Det kommer aldrig va över för mig,100688726,17476.0,Håkan Hellström,Det kommer aldrig va över för mig
Milky Chance - Living In A Haze,100204820,105104.0,Milky Chance,Living In A Haze
Ed Sheeran - Touch and Go,100139036,8639.0,Ed Sheeran,Touch and Go
Imagine Dragons - Who We Are,100012180,,Imagine Dragons,Who We Are
